name,logFC,P.Value
GLIPR1L2,0.163562173,0.54733516
LOC105373170,0.237956401,0.547580058
MIS12,0.198827867,0.54758312
CHST1,0.130694063,0.547757943
KIF5B,-0.19773749,0.547776195
USP21,0.148095321,0.547912066
BMP7,-0.160607277,0.548042667
EMC6,0.172724411,0.548055044
SLC6A13,-0.26680077,0.5481359
RN7SL624P,0.284283016,0.548307638
ZBTB7C,0.170421985,0.548427486
IMPACT,0.189530861,0.548556524
SNAPC2,-0.110973123,0.548736392
GOLPH3L,0.21564671,0.548816674
RBPMS,-0.376741722,0.548885546
AKNAD1,0.175868212,0.54929048
SLC7A11-AS1,0.248132685,0.549297229
TIMP4,0.248601972,0.549326266
DIPK2B,-0.239026827,0.549401619
LUZP2,0.222300586,0.549419228
NHEJ1,-0.406199362,0.549494943
NXT2,-0.380816838,0.549557449
BAALC,0.131529896,0.549682441
THAP1,0.233119549,0.549858687
CELP,0.217296629,0.550013726
DPYSL5,0.17785016,0.550055216
HAGHL,0.156172135,0.550317968
BAG6,-0.251924839,0.550354951
MYCBP,-0.306521476,0.550404639
LGALS9,-0.173887317,0.55072157
PLCE1,1.048947715,0.550802018
HSPE1P26,0.280232469,0.550840689
EMP2,-0.183403614,0.550966336
MFSD12,0.113269829,0.55114207
SCARA3,-0.16022603,0.551232905
PI4KAP1,0.293252894,0.551482812
TRAM2,0.184433398,0.551501191
VARS1,0.244944944,0.551538348
FLJ16779,-0.210138724,0.551813698
SEMA5A,-0.176101535,0.552052198
ETV4,-0.24812711,0.552132291
SLC26A1,0.324946799,0.552453718
LOC100506444,0.271724088,0.552706332
FAM95C,0.222686079,0.552749147
MUCL1,0.333760529,0.552861182
ALLC,0.317908009,0.553038865
SLC2A4RG,0.125547693,0.553126816
LASP1,0.129168181,0.553181617
CAV1,0.601014789,0.55321275
SNTG2,0.317354122,0.553227593
LY6G5C,0.147210971,0.553300162
KIF25,0.283351247,0.553300353
SPIB,0.23486443,0.553431046
LINC02338,0.294466508,0.553574168
DOCK7-DT,-0.211108634,0.553620633
SPTY2D1OS,0.193587635,0.553901682
DSTNP2,0.184776395,0.553901762
SDCBP,0.227366628,0.554112535
AKTIP,0.166964858,0.554113102
C4orf46,0.259431233,0.554147401
GNA13,-0.203510659,0.554180556
CCDC121,-0.292969361,0.554379409
TNFAIP8,0.287038507,0.554543999
LPAR1,-0.269586962,0.554665099
CBL,0.166006765,0.554671669
LOXL1,0.20829615,0.554854491
CLDN10,-0.307828629,0.554891556
CCN3,0.242863557,0.55496617
NIPA1,0.206830967,0.555007322
ZNF492,0.221210547,0.55512945
BCR,0.12728996,0.555323059
LAMB4,0.254769366,0.555414649
PRKCA,0.141393234,0.555438063
GAB2,0.179503131,0.555656775
PANK4,0.172484584,0.555688595
LINC00862,-0.294107618,0.555766099
ABTB2,0.156876189,0.556132654
TIMELESS,0.145389256,0.556160393
SLC9A3R1,-0.119320968,0.556463528
SNAPIN,0.190561467,0.556694565
LOC101929315,0.295577568,0.556821781
ARFGAP3,0.194694677,0.556931184
NDUFA6,-1.007686459,0.556945039
DNAJC15,0.243155222,0.556978475
KLF7,0.202346098,0.557037999
CRYZ,0.286931072,0.557279433
NUDT16,0.248851249,0.557301915
APOL4,0.284966777,0.557479709
SGPL1,0.143024703,0.557766002
ABLIM1,0.17537449,0.558110892
GPRC5B,-0.142741185,0.558183723
MLC1,-0.159804952,0.558420096
PSTPIP1,-0.159672678,0.558586623
F2RL1,-0.213426494,0.558619064
LST1,0.354328191,0.558622561
FA2H,0.260898528,0.558742939
KDM3A,0.180105515,0.558833045
LINC00273,-0.305818837,0.558842164
FCN1,0.153211345,0.559284171
ESYT2,0.176616946,0.559437936
AMER2,0.230541043,0.559523458
LINC02593,0.263829652,0.55971112
MCM10,-1.643287773,0.56022298
IRAK4,0.242512084,0.560314209
EYA2,-0.238438144,0.560439636
LCN6,-0.288195806,0.560474755
JPT2,0.159598147,0.560535488
HLA-DRB1,-0.622230548,0.56088013
LOC100288175,0.233754851,0.560884195
CENPL,0.146261528,0.561056786
HLA-B,0.495592074,0.5611883
SYT6,0.295861699,0.561225512
FNBP1L,0.268851647,0.561277103
MINDY1,-0.133223765,0.561383933
LITAFD,-0.214850084,0.561413317
HMOX1,-0.240540046,0.561718507
SNORA7B,0.23389985,0.561760584
PPID,0.211684035,0.561835562
SORCS2,0.140086572,0.561839721
CDK6,0.222745778,0.561844266
FAM83F,0.168451891,0.562165362
EFCAB2,0.177768829,0.562268681
UNG,-0.140527596,0.56229608
CCDC71L,0.273722563,0.562726436
PPP1R1A,-0.14017804,0.562912997
FERMT3,-0.238756051,0.563259061
TGIF2,-0.281812132,0.56328401
LOC101927480,0.191304482,0.563550003
IGHMBP2,0.184870937,0.563778413
CASTOR2,0.117656419,0.564018898
PCED1A,0.10678688,0.564236126
TAP1,0.437887532,0.564236632
ARL15,0.258253173,0.564666079
ARG2,0.27782267,0.564697265
EMX2,0.182736836,0.565065043
DUOX1,0.329420092,0.565104697
GTF2IP14,0.250840576,0.565161492
NAA30,0.168534794,0.565179074
RAB43,-0.126008881,0.565319507
OSTC,0.229362137,0.565620113
CYB5A,0.176652893,0.565821511
HEY2,0.157528598,0.56585404
ADIRF,0.208271595,0.566035617
PPP1CC,-0.125642812,0.566078934
COL11A2,1.291361578,0.566178553
VARS2,0.435770931,0.566368453
COL4A1,0.207107137,0.566645893
PGAM5,0.117899864,0.56691091
PRDX6,0.172262315,0.567196967
PHRF1,-0.87468847,0.567201654
MIR4525,-0.25233302,0.567204661
NOTCH3,-0.149597462,0.567225752
SEM1,0.208966518,0.567300708
CIB1,0.137405989,0.567364078
AMPD2,0.131870249,0.56737116
CCDC117,-0.188134763,0.567518745
IFNLR1,0.185281433,0.568037439
RP9P,0.138769382,0.568277453
COL3A1,0.570240688,0.568380902
PI4K2B,0.148858706,0.568519295
IVNS1ABP,0.239764692,0.568949656
NFATC2,-0.161448764,0.569081517
MPZL2,0.331015436,0.569186182
DUSP23,0.151614376,0.569194562
ZNF213,0.10852362,0.569309638
PGAP6,0.119845966,0.569445441
MSANTD1,-0.159134127,0.56948129
KCTD9,0.194742797,0.569634054
LAPTM4A,0.266288638,0.569721873
RO60,0.173005196,0.569956184
GNAQ,0.176062089,0.569974805
LINC02762,0.158116749,0.570013427
DOCK9,0.191038282,0.570176111
CIC,0.111373982,0.570222091
FBXO27,0.120740404,0.57043853
CENPX,0.130472165,0.570445859
KCNJ12,0.124821347,0.570636533
PPP1R3B,0.297148686,0.570756866
DOCK1,-0.205342578,0.570840631
ZMIZ1,0.110310699,0.571108567
SELENOW,0.158083747,0.571192462
MIR1250,0.221402188,0.571806877
SIPA1L3,0.122918618,0.571990546
PCDHGB4,-0.200613185,0.57202501
LOC100420114,0.248131274,0.572039413
MYO1E,0.178000395,0.572160651
BLOC1S4,0.14232706,0.572220855
ADAMTSL2,0.876217741,0.572313297
LINC01265,0.217034838,0.572424115
FAM157A,0.246099199,0.572563418
ATP1A2,-0.172121182,0.57263569
COX17,0.724877395,0.572884882
CTSH,0.28953949,0.573134395
LINC01229,0.293241937,0.57314037
ST3GAL4,0.132832903,0.573585985
EVI2B,0.269862377,0.57361122
RNF11,0.129326387,0.573735861
PRKCH,0.245432505,0.573877604
OR4D1,0.198420258,0.573947655
ZC3HAV1,-0.196745212,0.573957321
TREM2,0.183602004,0.573977121
PLVAP,0.29471919,0.574253076
PLK5,-0.195535452,0.574375152
ZNF730,0.303139823,0.574444103
LFNG,0.151337497,0.574564505
FNDC3B,0.203897784,0.574680845
ATP2A3,0.196869531,0.574763752
RAMP1,-0.126892863,0.574845681
R3HDM4,0.130365811,0.57500213
CFB,0.358730131,0.575069702
BCORL1,0.174767558,0.575289902
LOC283299,0.3192941,0.575552408
ACBD5,0.151604252,0.575604288
RBM17,0.167226126,0.575720917
PTOV1,0.133303069,0.575804254
DYNLT1,0.21443167,0.576013922
ATXN1L,0.156298324,0.576381321
LINC01119,0.265534622,0.576480194
MIR149,0.27399842,0.576609979
RASGRP2,0.12985508,0.576631996
AKT1S1,-0.124010968,0.576811657
FRMD8,0.133902935,0.577029646
RPS13,0.255245462,0.577041151
AIF1L,-0.16681765,0.577136509
ANKRD65,0.142830745,0.577152502
GLI1,-0.290629321,0.577375513
WDR18,0.158220933,0.577458329
CCN2,0.27413238,0.577525684
CRTC3-AS1,0.225457703,0.577545445
IGF1R,0.134946847,0.577610998
SYNJ2BP,0.170598069,0.577621519
TRIB1,0.197366652,0.577729207
PPIC,-0.201419287,0.577733341
UTY,0.703293923,0.577874422
HEIH,0.125204748,0.578140556
TMEM202-AS1,0.157593058,0.578159456
BCL6,-0.191621592,0.5786927
MSL2,0.154918691,0.578758946
MIR3680-1,0.245958251,0.578961115
MIR3680-2,0.245958251,0.578961115
OTULIN,0.161227141,0.579016332
OTUD7B,0.145942289,0.579392362
UPF2,0.174753929,0.579724985
TAMALIN,0.191971059,0.579883355
ADAM12,0.231000265,0.579999403
CSF2RB,-0.192008048,0.5800996
COLGALT1,0.120335011,0.580131407
CYP27B1,-0.329891519,0.580412956
QKI,0.184849346,0.580512921
VSX1,0.215522678,0.580593596
PPP2CB,-0.176782879,0.580756001
PLXNA3,0.17149134,0.580982003
TPO,-0.289863703,0.581028291
LOC105378318,0.266363367,0.581071809
LINC01247,0.195074247,0.581082665
DECR2,0.17517973,0.58112407
NDP,-0.162167781,0.581494282
MAF,0.12310131,0.581532186
SELE,-0.330335727,0.581543101
SDK2,0.136126954,0.581702033
CMBL,0.167380129,0.581712085
NUDT16L1,0.105662621,0.581756745
OSBPL11,0.182449322,0.581898091
NAMA,0.257788367,0.581904771
MAGED4,0.186830302,0.582105954
FZD4,-0.159992891,0.582311809
PTTG1IP,-0.144769841,0.582361495
ZBED1,0.109019816,0.582470213
LINC02623,0.275847995,0.582484601
C14orf93,0.167098279,0.582558802
LINC00607,0.219461127,0.582834026
UBL4A,0.109024159,0.582859161
KDM5D,0.621995678,0.583002722
GRK5,0.12566031,0.583015633
LHFPL6,0.161168601,0.583094246
EVC2,-0.194516621,0.583263043
PDP2,0.12225312,0.583685315
TEX26-AS1,0.232723839,0.583691073
ISOC1,0.235491724,0.583722792
ANGPTL2,0.249655897,0.58401973
MFAP3L,0.170775476,0.584056501
SINHCAFP3,-0.333957551,0.58406904
SMPD2,-0.134162896,0.584266893
C3,0.147180523,0.584286886
MRPL18,0.180239122,0.584378034
SLC16A5,0.206704369,0.584632924
TESK2,0.199604169,0.584663645
TMEM51-AS1,0.153158943,0.584672031
WDR74,0.174151381,0.584867776
INS-IGF2,0.294280963,0.584949323
GCAT,0.230849834,0.58501729
DMRTA1,-0.251697549,0.585437439
LCP2,0.260830385,0.585442283
MGAT3,0.108552999,0.586250799
TTLL10-AS1,-0.210125363,0.586634626
FAM200B,0.155795822,0.586799982
MMP8,0.275850521,0.586887898
TRIQK,0.157051104,0.587277823
CTXND1,0.163770242,0.587370067
PRR7,0.12213196,0.587377262
FRMD6,0.236503959,0.587510754
RN7SL785P,0.198993701,0.587712951
CILK1,0.906076255,0.587744018
TBC1D4,0.172251409,0.587831303
SYNGR2,0.156675815,0.587944451
KLRC4,-0.282272028,0.588080101
NAGS,0.234888253,0.588175236
NINJ1,-0.134806884,0.588201208
CSPG4,0.143270517,0.588344384
TIGD5,-0.114274855,0.588463793
PDE4C,-0.184517053,0.588492133
SLC26A9,0.28036254,0.588504656
PNRC1,0.1284864,0.588517765
RN7SL683P,0.222809632,0.588538857
BMS1P10,0.160716209,0.588697225
C6orf62,0.169188078,0.588736308
CAMKMT,0.222200286,0.588817273
TNFSF10,0.235950479,0.589029173
MAPK3,0.107541601,0.58925448
PPFIBP1,0.169956852,0.589304648
RIMBP3,0.319676227,0.589396436
NHLRC4,0.212397975,0.589473714
SNHG27,0.22190066,0.589669255
IFI30,0.27049766,0.589685557
BCL7B,0.118408075,0.589687448
PBDC1,0.203332066,0.589779433
CST3,0.142770501,0.589958433
ATF1,0.145592701,0.589962611
PPM1D,0.149570456,0.590016654
ARHGEF10,-0.144875351,0.590019905
RPS16,0.155067464,0.590103508
TIMMDC1,0.15829966,0.590172967
ADORA3,0.249067215,0.590269048
PPAT,0.171483364,0.590329588
GPR153,0.113639984,0.590713556
RILPL1,0.110853703,0.590924654
C16orf46,0.250326381,0.590946533
RGPD1,0.364916841,0.591015557
CARD8-AS1,0.212715886,0.591031287
TAF3,0.11132023,0.591081219
IQGAP2,0.232779312,0.591185417
LGALS3,0.217738925,0.59127084
SNX3,0.175698579,0.591345537
C17orf100,0.155393465,0.591467823
PDGFRB,0.147922558,0.591678076
SCML4,0.225780795,0.591705037
NXPH4,0.208293568,0.591790708
FGD5-AS1,0.147259087,0.591939711
SOX2,0.15581653,0.592009474
USP26,-0.385430668,0.592116576
LRRC37A2,0.216261934,0.592207936
SRPX,-0.218019966,0.592299856
ERI3,0.119211318,0.592348044
CCT3,0.194211957,0.59258534
GABRP,0.191567857,0.592651607
LOC100131465,0.264009056,0.592810471
FILIP1,0.150156905,0.593170087
SNAP47,0.144041028,0.59344185
PAOX,0.178671212,0.593472495
APLNR,0.234342434,0.593525923
ABCB11,-0.320709021,0.593670992
NFE2,0.262747266,0.594174004
SMIM4,0.155516394,0.594322755
SHC2,0.124578476,0.594401509
RPL18A,0.144961937,0.594492542
CFH,0.271287942,0.594548267
NPRL3,-0.120026481,0.594868814
RPS27,0.226219042,0.595007733
SSNA1,0.105287202,0.595014312
SLC2A4,-0.147981081,0.595035037
NLGN2,0.097003805,0.595400028
CXCR4,-0.324769373,0.595656518
KCNJ14,0.122394312,0.595934379
ARHGEF37,0.157360995,0.596037363
PDGFA,0.097955319,0.596082722
GOLPH3,-0.113565432,0.59613718
CNNM3,0.141797785,0.596147933
LINC01602,0.212200715,0.596196162
TSPAN32,-0.24939307,0.596210738
NPIPA8,-0.338490708,0.596504242
DAND5,0.196362747,0.596550127
SIRT2,0.124538802,0.596637579
CCDC86,0.118463878,0.596875854
EHBP1L1,-0.149931201,0.596933317
TRAF7,0.111025089,0.596961694
TNFAIP3,0.182783936,0.597195253
TEX26,0.270358604,0.597398183
THEG,0.249481911,0.59741854
PRR5L,0.180690072,0.597436657
FMO4,-0.277106665,0.597437724
NKD2,0.188827355,0.597670679
CDC14B,0.160016818,0.597855053
DNAJA4,0.240405872,0.597884665
RHOD,-0.224315402,0.597894427
DUSP3,0.129701169,0.598171056
HMG20B,-0.103438677,0.598239177
TMEM105,0.305427103,0.598439344
SRSF8,0.2145729,0.598569889
TMEM106C,0.170639432,0.598839865
TBC1D20,0.112737568,0.598856757
SNORA38B,-0.226411427,0.598866306
CDK18,0.170857674,0.598884541
CD99P1,0.183303396,0.598886646
OR52N1,-0.235572968,0.598937494
CPT1A,0.162165815,0.599162207
USP6NL,0.153793395,0.599293782
PNPLA6,0.133762597,0.599299526
JMJD8,0.10307928,0.599299841
TRIM56,-0.12049444,0.599483793
SNX21,0.10384582,0.599505765
PGGHG,0.157966011,0.599531876
RPL23A,0.175673437,0.599572797
DTL,0.277281906,0.599940156
PALLD,-0.161679768,0.600023444
HEPH,-0.284492541,0.600052931
MAP3K1,0.15200689,0.600228492
RNY3P1,0.301188065,0.60034876
MIEN1,-0.135622271,0.600362802
SPAG1,0.176957727,0.600409136
ZBED3,0.171685502,0.600761139
RPS6KA2-IT1,0.215266919,0.600788126
LOC107987373,-0.378334667,0.600845149
USP31,0.168387645,0.600850472
EMX2OS,-0.14473369,0.601244283
PTPRJ,0.121753276,0.601477992
FYN,0.127523707,0.601519541
ST6GALNAC4P1,0.143235063,0.601522594
MT1L,-0.281700899,0.601755123
NECAB2,0.207085323,0.601971481
NABP1,0.263416636,0.601982065
RNU6ATAC,0.214668698,0.602086865
LINC00548,-0.170808748,0.602145201
LOC100996333,0.230351501,0.602270794
NSRP1,0.113238372,0.602521383
AURKA,-0.228070821,0.602524503
MGST1,0.200568725,0.60260242
OLFML2A,-0.15192156,0.602690491
LOC105370854,0.201558199,0.602759641
SWAP70,-0.116990246,0.602983176
DYNC2I2,0.214151416,0.603034728
DDN-AS1,0.124862128,0.603136006
C8G,-0.208048371,0.603268849
FAM120AOS,0.108951897,0.603320387
UAP1,0.279338963,0.603367559
METTL25B,0.1419171,0.603554462
LINC01166,0.279600566,0.603596619
NANOS3,0.16540602,0.604243142
ACOT2,0.127282682,0.604299438
ZNF8,0.098249329,0.604332253
MEX3D,0.164689136,0.604558842
MT1F,-0.303413286,0.60462026
LRP3,0.097779876,0.604653278
RN7SKP151,-0.251984228,0.604742202
FOXD2-AS1,-0.248803351,0.604800539
FGL2,0.218442452,0.604854747
ATG4C,0.22642004,0.604861852
SLC30A10,0.215799496,0.605084707
GLUD1,0.154038462,0.60528743
LRG1,-0.152988129,0.605323788
SLAMF7,-0.197435606,0.605333797
ALG10,0.229126638,0.605348469
TADA3,0.632673604,0.605819289
RPL13AP26,0.222131472,0.605839781
VASH1,0.099217073,0.605948484
ATP6V0CP4,-0.234022659,0.606016095
TP53I13,0.09877669,0.606139968
SLC5A6,0.178240982,0.606182463
SNX31,-0.24566444,0.606347161
IL10,0.265998837,0.606461311
RN7SL359P,0.239706817,0.606568552
ZNF592,0.111531879,0.60669485
SNAI1,-0.165693998,0.606717936
DUSP7,0.119086036,0.60681731
CPM,0.173328146,0.606937801
GYPC,-0.175136625,0.607535005
H2BC20P,-0.206356639,0.607634402
CCDC120,0.113693475,0.607696749
SEMA4A,-0.11625967,0.607744305
TRIM59-IFT80,-0.773108197,0.607831316
EFCAB8,0.315604377,0.607852494
GULP1,0.177773561,0.608249008
DYNLRB1,0.196018695,0.608264139
SLC38A10,0.107611606,0.608525617
PLG,0.295048603,0.608562278
PIM3,-0.117382302,0.608663432
SUCLG2,0.276796815,0.60876032
CD84,0.277392198,0.609070188
TNFSF12,-0.101525392,0.609417339
SGO1-AS1,0.205566323,0.609533445
TPT1P5,0.196023881,0.609615249
KCNQ1,-0.199625519,0.609683348
PLPP2,0.185903116,0.609776704
CEBPB,-0.146651286,0.609855316
PAX6,0.160752552,0.60999124
HEBP2,0.126925884,0.61001033
CISD3,-0.148645036,0.610132734
REPIN1,0.102286502,0.610195838
CHST7,-0.151615932,0.610457161
GALNT7-DT,0.157505603,0.610478916
CTDSP2,0.131137464,0.610483117
ST8SIA6-AS1,-0.201640797,0.610568969
C4orf3,0.16657637,0.610600169
FIZ1,-0.096379435,0.610824611
CKLF-CMTM1,0.142888471,0.610979837
CYP4F29P,-0.387621826,0.611325203
SAMSN1,0.330584542,0.611330534
GGACT,-0.235928663,0.611416003
ST6GAL1,-0.135061418,0.611631005
SPTSSA,-0.169994952,0.611776853
ZSCAN2,0.133824547,0.611929954
NKX6-2,-0.191128506,0.612074146
RIT1,0.208631232,0.612214859
RPS4XP16,0.241065024,0.612396369
GPR176,0.135580704,0.612526633
AMMECR1L,-1.60620952,0.612696475
MFSD14B,-0.139776265,0.612721184
FMO3,0.182066277,0.612757446
LRRC36,0.242428873,0.612862471
ACSF2,0.145998586,0.613134375
LINC02433,0.227022769,0.613210236
OAZ2,0.126027496,0.613241151
CRKL,0.110938798,0.613295137
SHB,0.093170062,0.613319113
GAS2L3,-0.183722735,0.613372354
B4GALT2,0.302313946,0.613578558
ITPKC,0.144802511,0.613716144
DCAF5,0.134089431,0.613823185
RBP7,0.186736973,0.613872287
HCG11,0.107993035,0.613955591
RAB3IL1,0.119288913,0.614048333
TTR,0.26871751,0.614280796
MT1X,-0.21555949,0.614411913
ACSBG1,0.153096327,0.614488819
PDE9A,0.134225946,0.614708731
RPS23,0.175585567,0.614743066
CENPNP1,0.197368154,0.614910088
KCMF1,0.112060215,0.614961062
RING1,-1.448098837,0.615241551
IL17RA,0.101600174,0.61536321
ATP2C2,-0.228994638,0.615395308
STK24,0.136256189,0.61551901
ZNF765,-0.118776059,0.615570357
LRAT,0.139184524,0.615640823
CXCL16,0.60456887,0.615718079
HIVEP3,0.112741788,0.615754821
TBC1D14,0.112335995,0.615928672
OMA1,0.19910357,0.616016989
NLGN3,0.15987842,0.616042916
LINC02275,0.224874573,0.616127877
SLED1,0.247615591,0.616242951
RPS6KA5,0.148911151,0.616379325
GPSM2,-0.142413812,0.616686784
TNFRSF12A,-0.321813725,0.616921695
BRD4,0.097522197,0.616957415
SLC2A12,-0.192728875,0.616984257
DDR1,0.178838062,0.617018247
PLIN5,0.166740341,0.617090532
PRRX1,-0.158587616,0.617205848
VAV2,0.102729253,0.617410424
NUDT8,-0.135900555,0.617471558
LRRC69,0.175024936,0.617483689
ZNF229,0.171722982,0.617501826
CNOT6,0.168142198,0.617659855
TMBIM6,0.166598384,0.617727926
BCAS1,-0.182982892,0.617863526
ATP1B3,0.219000676,0.617976381
STAMBP,0.166904906,0.618023776
URAHP,0.20880679,0.61804113
DAZAP1,-0.112896477,0.618083551
PDLIM1P4,0.233910753,0.618367194
NXPH3,0.1424205,0.6186436
PSMC3IP,-0.220747832,0.618752714
CTSV,-1.074031822,0.618801294
ITGAM,0.154082374,0.618824378
LZIC,0.156348691,0.618883263
SMIM13,0.142707415,0.619033918
SOX4,-0.112915776,0.619347651
RPL17P48,-0.232397126,0.619507414
CDC6,0.210696651,0.619851819
EHMT2,0.347784322,0.620063634
TRAF3IP2,-0.167122441,0.620247547
DENND4C,0.164163801,0.620477836
HLA-A,0.636910061,0.620567868
FANCC,-0.172722244,0.620714146
PKN1,-0.116746569,0.620847534
GALNT18,0.114935876,0.620946899
SLC6A20,0.173040159,0.621032255
GCNT3,0.181897063,0.621269196
POU5F1,-0.217698014,0.621307843
TESMIN,-0.173646419,0.621421315
TAS2R3,0.199986524,0.621492671
LINC01783,0.2362037,0.621709474
C1orf43,0.142156588,0.621758258
DEAF1,0.119702768,0.621775857
PLCB4,0.146910343,0.621797811
PPP1R26-AS1,0.15975921,0.621919328
UCK1,0.097831875,0.622002879
ANXA5,0.151033479,0.622076211
CDK2,-0.223498795,0.622208045
CHST3,-0.132915187,0.622296816
TES,-0.187511193,0.622327029
RN7SL449P,-0.223909575,0.622377053
KIAA0930,0.106623655,0.622418006
MCRIP2,-0.09571527,0.622690114
ALX3,-0.201163793,0.622766053
CYP2U1-AS1,-0.176708425,0.6228135
NDE1P2,0.184883893,0.622821224
SYCE1L,0.280810347,0.622926158
P4HA1,-0.269626987,0.62301764
HSFX1,0.630046081,0.623049939
DNM1P46,0.196599437,0.623206919
ARGLU1,0.148004603,0.623283721
LOC101927551,-0.180008073,0.623339837
PLA2G4B,0.162185049,0.623387653
RGS12,0.121191997,0.623388821
ADAMTS9-AS2,0.173014745,0.623436114
RSPO3,0.254057316,0.623576146
GLRA1,0.219880581,0.623784899
ZNF280D,0.313948873,0.623927502
ADAMTS9-AS1,0.235352936,0.623977562
GPRC5C,0.117221678,0.624134496
TBC1D3,0.696842801,0.624153591
SHLD2,0.870475977,0.624342798
RHOBTB3,-0.136791711,0.624375017
MIR2052HG,0.199581154,0.624378136
ARTN,0.210618516,0.624409063
RTL6,0.121876907,0.624443703
CTRL,-0.17072387,0.624468933
GIMAP7,0.233484382,0.62450604
SLC22A6,0.472933219,0.624650548
LINC00539,-0.200124761,0.624822538
RN7SL3,-0.143507839,0.624848759
C8orf82,0.118430609,0.624876358
ALDH6A1,0.166471102,0.625232945
EEF1D,0.103668391,0.625419867
DNAI3,0.259767654,0.625522392
PTGDR2,0.216506654,0.625754507
TNFSF13,0.122086343,0.625982508
TMCC1,0.142859153,0.626119496
FAM229A,0.147457265,0.62617571
ADAP1,0.098304521,0.626327258
DLL1,0.215761397,0.626434229
CNGA3,-0.215923872,0.626436385
CYP26C1,0.222407454,0.62648775
PHB,0.242231663,0.626495127
TERT,0.262775327,0.626711558
TAF1C,0.118444572,0.626718149
CHST5,-0.199819531,0.626883176
ZMPSTE24,-0.126506753,0.627149651
ZFP91,0.182564525,0.627380552
PTRHD1,-0.276553763,0.627420451
GRIK4,0.182423404,0.628476424
ZNF571-AS1,0.133106692,0.628568622
FMO5,0.168474422,0.628624287
PDGFRL,0.180554602,0.628721539
PKHD1L1,0.30841945,0.628967984
SLC13A4,-0.327130065,0.629009759
KLF2,-0.180380014,0.629041152
SERINC2,0.185851262,0.62918422
UBE2E1,0.175292875,0.629304173
HACD1,0.120184348,0.630019226
TMX1,-0.134277643,0.630174497
KIF21B,0.103056276,0.63023625
SH3BGR,0.172632307,0.630273261
AIP,0.108248846,0.630279705
ETNK2,-0.130917611,0.630339722
CAPS,0.13200803,0.6305957
CD151,-0.113085264,0.630714749
HADHB,0.166767372,0.630860387
FAM53A,0.165062011,0.630922244
TAPBP,0.469627636,0.630971577
LINC00942,0.238832453,0.630999496
LINC01679,0.238350915,0.631337671
TEX261,0.154090447,0.631382478
LINC01273,0.180474465,0.631520537
DTX3L,-0.14937008,0.631974894
VCAN,-0.152985828,0.632261471
SH2D3C,0.133689389,0.632496125
F2RL3,0.146884235,0.632637247
PDSS2,0.159576385,0.632641033
ANG,0.268972003,0.63280979
TRAF2,-0.131453348,0.632906324
ZNF770,0.176068817,0.632920416
HAPLN3,0.240250682,0.633190904
CR1,-0.193420172,0.633205781
CA8,-0.146983999,0.633510566
CCHCR1,0.217247723,0.633627701
ITGBL1,0.184839172,0.633648507
LTBP2,-0.160786731,0.633980001
C3orf70,0.129262193,0.634338266
IFNAR1,0.125549238,0.63438797
RN7SL387P,0.187957913,0.634400907
REEP4,0.137784042,0.634445331
SEC11C,0.192098029,0.634700639
TP53,0.101712288,0.634704972
SCIN,0.177612743,0.634885654
IGFBP4,-0.15395921,0.634921747
SYT9,0.150722189,0.63520961
FAM214B,0.12112624,0.635243179
JAKMIP3,0.154539579,0.635357712
LIX1L-AS1,0.222588302,0.635365365
NPM1P40,-0.241367118,0.635381761
GNAL,0.126383721,0.635413949
GAL3ST1,0.158633475,0.635473653
HSPB6,0.139945439,0.635907675
TMEM229A,-0.106986487,0.636188225
LOC101927164,0.207058399,0.636192605
ACER2,0.213001181,0.636276625
RPS12,0.188171593,0.636440833
COL8A1,0.15522148,0.636515279
RELL1,-0.172616645,0.636709068
IRS2,0.091970859,0.636729766
TRIAP1,0.185015917,0.636954711
ARAF,0.122035887,0.637317847
PRR36,0.105579981,0.637392379
MEGF6,0.122007794,0.637447173
ING1,-0.134901223,0.637811645
NKD1,-0.129771339,0.637880399
ELMO3,-0.14250043,0.637889836
PLCH2,0.187047188,0.637934663
CTC-338M12.4,0.126199079,0.638163541
NFKBIZ,0.138046402,0.63855813
NPSR1-AS1,0.287674042,0.638626477
SMC5,0.181788366,0.638775919
LOXL3,-0.112652474,0.638870729
MIR648,0.162021914,0.63895041
STAT5A,0.120706609,0.638972366
ITGB2,0.114764579,0.639644698
CD93,0.236530329,0.639997424
GPR85,0.278972723,0.64019057
ARHGAP31,-0.166331116,0.640287219
RALBP1,0.102682123,0.640547579
LHPP,0.102278563,0.640820958
MIR663AHG,0.145691805,0.640836062
CERK,0.1002942,0.640922538
ZMYND11,0.125190064,0.640938923
LOC642484,0.221130677,0.641025578
PGAP1,-0.162525973,0.641278816
CAVIN2,-0.233346899,0.641284422
ZNF34,0.232380696,0.641542216
RAC2,0.186753365,0.641692629
CD8B2,0.204197373,0.641802325
YOD1,0.786296986,0.64193156
ARHGEF26,-0.177633903,0.642097251
SIRT7,0.13009338,0.642108776
LCP1,0.185801545,0.642284732
NIBAN1,0.147029501,0.642360248
PHLDB2,0.176681335,0.642686863
SEC61A1,0.113403547,0.642808835
FRMPD3,-0.217991432,0.642874053
ELK3,-0.1399105,0.643140863
DIPK1C,0.252385568,0.643339596
FRZB,-0.227823448,0.643381839
PYROXD2,-0.144162878,0.64338635
WDR81,0.142085607,0.643416396
TBC1D3I,0.309540349,0.643451064
LOC102725072,0.225318962,0.643457941
